ModelNet Loading
------ (9840, 2048, 3) (9840, 1)
------ (2468, 2048, 3) (2468, 1)
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39] [100  50 100  20 100 100  20 100 100  20  20  20  86  20  86  20 100 100
  20  20  20 100 100  86  20 100 100  20 100  20 100  20  20 100  20 100
 100 100  20  20]
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39] [100  50 100  20 100 100  20 100 100  20  20  20  86  20  86  20 100 100
  20  20  20 100 100  86  20 100 100  20 100  20 100  20  20 100  20 100
 100 100  20  20]
(9840, 2048, 3)
(2468, 2048, 3)
Cuda available :-  True

device cuda 

*************** Using pretrained ***************
ContrastiveLearning_Model/saved_models/ModelNetPretrained40/masked_encoder_160_512_150_200_64_16_128_3_0.05_True_False_pd1024_ed64_lr0.001_sndl_ST.pth
val_subsample_size:  128

bs: 32 ss 256 

 Epoch [1/250], Train Loss: 2.9358, Train Accuracy: 0.2219, Train F1: 0.1929, Validation Loss: 2.4485,Validation Accuracy: 0.3209, Val F1: 0.2376
 Epoch [12/250], Train Loss: 1.3423, Train Accuracy: 0.5871, Train F1: 0.5728, Validation Loss: 1.3326,Validation Accuracy: 0.5871, Val F1: 0.5097
 Epoch [13/250], Train Loss: 1.3207, Train Accuracy: 0.5957, Train F1: 0.5818, Validation Loss: 1.2305,Validation Accuracy: 0.6313, Val F1: 0.5562
 Epoch [14/250], Train Loss: 1.2612, Train Accuracy: 0.6141, Train F1: 0.5997, Validation Loss: 1.3072,Validation Accuracy: 0.6171, Val F1: 0.5463
 Epoch [15/250], Train Loss: 1.2624, Train Accuracy: 0.6137, Train F1: 0.5985, Validation Loss: 1.2813,Validation Accuracy: 0.6086, Val F1: 0.5420
 Epoch [16/250], Train Loss: 1.2611, Train Accuracy: 0.6191, Train F1: 0.6065, Validation Loss: 1.2425,Validation Accuracy: 0.6224, Val F1: 0.5418
 Epoch [17/250], Train Loss: 1.2271, Train Accuracy: 0.6379, Train F1: 0.6261, Validation Loss: 1.2020,Validation Accuracy: 0.6288, Val F1: 0.5526
 Epoch [18/250], Train Loss: 1.1457, Train Accuracy: 0.6375, Train F1: 0.6265, Validation Loss: 1.1753,Validation Accuracy: 0.6499, Val F1: 0.5769
 Epoch [19/250], Train Loss: 1.1233, Train Accuracy: 0.6566, Train F1: 0.6440, Validation Loss: 1.1005,Validation Accuracy: 0.6669, Val F1: 0.5976
 Epoch [20/250], Train Loss: 1.1190, Train Accuracy: 0.6574, Train F1: 0.6454, Validation Loss: 1.1399,Validation Accuracy: 0.6467, Val F1: 0.5702
 Epoch [21/250], Train Loss: 1.1156, Train Accuracy: 0.6469, Train F1: 0.6350, Validation Loss: 1.1784,Validation Accuracy: 0.6305, Val F1: 0.5650
 Epoch [22/250], Train Loss: 1.1187, Train Accuracy: 0.6656, Train F1: 0.6548, Validation Loss: 1.1070,Validation Accuracy: 0.6690, Val F1: 0.5967
 Epoch [23/250], Train Loss: 1.1090, Train Accuracy: 0.6555, Train F1: 0.6464, Validation Loss: 1.0577,Validation Accuracy: 0.6746, Val F1: 0.5898
 Epoch [24/250], Train Loss: 1.0635, Train Accuracy: 0.6648, Train F1: 0.6534, Validation Loss: 1.1924,Validation Accuracy: 0.6430, Val F1: 0.5646
 Epoch [25/250], Train Loss: 1.0461, Train Accuracy: 0.6660, Train F1: 0.6572, Validation Loss: 1.1389,Validation Accuracy: 0.6459, Val F1: 0.5748
 Epoch [26/250], Train Loss: 1.0257, Train Accuracy: 0.6660, Train F1: 0.6554, Validation Loss: 1.0890,Validation Accuracy: 0.6677, Val F1: 0.5966
 Epoch [27/250], Train Loss: 0.9952, Train Accuracy: 0.6879, Train F1: 0.6828, Validation Loss: 1.0521,Validation Accuracy: 0.6819, Val F1: 0.6066
 Epoch [28/250], Train Loss: 1.0366, Train Accuracy: 0.6844, Train F1: 0.6766, Validation Loss: 1.0305,Validation Accuracy: 0.6791, Val F1: 0.6157
 Epoch [29/250], Train Loss: 0.9879, Train Accuracy: 0.6937, Train F1: 0.6847, Validation Loss: 1.0779,Validation Accuracy: 0.6657, Val F1: 0.6018
 Epoch [30/250], Train Loss: 0.9970, Train Accuracy: 0.6902, Train F1: 0.6812, Validation Loss: 1.0902,Validation Accuracy: 0.6524, Val F1: 0.5932
 Epoch [31/250], Train Loss: 0.9791, Train Accuracy: 0.6863, Train F1: 0.6787, Validation Loss: 1.0382,Validation Accuracy: 0.6819, Val F1: 0.6140
 Epoch [32/250], Train Loss: 1.0090, Train Accuracy: 0.6824, Train F1: 0.6770, Validation Loss: 1.1078,Validation Accuracy: 0.6698, Val F1: 0.6044
 Epoch [33/250], Train Loss: 0.9729, Train Accuracy: 0.6797, Train F1: 0.6730, Validation Loss: 1.0738,Validation Accuracy: 0.6572, Val F1: 0.5791
 Epoch [34/250], Train Loss: 1.0005, Train Accuracy: 0.6691, Train F1: 0.6628, Validation Loss: 0.9984,Validation Accuracy: 0.6921, Val F1: 0.6210
 Epoch [35/250], Train Loss: 0.9334, Train Accuracy: 0.7098, Train F1: 0.7041, Validation Loss: 0.9420,Validation Accuracy: 0.7050, Val F1: 0.6268
 Epoch [36/250], Train Loss: 0.9154, Train Accuracy: 0.7051, Train F1: 0.6956, Validation Loss: 1.0383,Validation Accuracy: 0.6856, Val F1: 0.6183
 Epoch [37/250], Train Loss: 0.9310, Train Accuracy: 0.7063, Train F1: 0.6987, Validation Loss: 0.9601,Validation Accuracy: 0.7034, Val F1: 0.6394
 Epoch [38/250], Train Loss: 0.8874, Train Accuracy: 0.7145, Train F1: 0.7082, Validation Loss: 0.9957,Validation Accuracy: 0.6925, Val F1: 0.6218
 Epoch [39/250], Train Loss: 0.8934, Train Accuracy: 0.7184, Train F1: 0.7116, Validation Loss: 0.9678,Validation Accuracy: 0.7046, Val F1: 0.6396
 Epoch [40/250], Train Loss: 0.8942, Train Accuracy: 0.7102, Train F1: 0.7034, Validation Loss: 0.9948,Validation Accuracy: 0.6985, Val F1: 0.6389
 Epoch [41/250], Train Loss: 0.8783, Train Accuracy: 0.7129, Train F1: 0.7037, Validation Loss: 1.0180,Validation Accuracy: 0.6759, Val F1: 0.6213
 Epoch [42/250], Train Loss: 0.8868, Train Accuracy: 0.7098, Train F1: 0.7034, Validation Loss: 0.9504,Validation Accuracy: 0.7066, Val F1: 0.6308
 Epoch [43/250], Train Loss: 0.8969, Train Accuracy: 0.7199, Train F1: 0.7125, Validation Loss: 0.9426,Validation Accuracy: 0.7184, Val F1: 0.6496
 Epoch [44/250], Train Loss: 0.9203, Train Accuracy: 0.7090, Train F1: 0.7025, Validation Loss: 1.0748,Validation Accuracy: 0.6625, Val F1: 0.5918
 Epoch [45/250], Train Loss: 0.9316, Train Accuracy: 0.6984, Train F1: 0.6921, Validation Loss: 0.9924,Validation Accuracy: 0.7054, Val F1: 0.6386
 Epoch [46/250], Train Loss: 0.8627, Train Accuracy: 0.7336, Train F1: 0.7276, Validation Loss: 0.9274,Validation Accuracy: 0.7220, Val F1: 0.6495
 Epoch [47/250], Train Loss: 0.8083, Train Accuracy: 0.7324, Train F1: 0.7271, Validation Loss: 1.0020,Validation Accuracy: 0.7095, Val F1: 0.6478
 Epoch [48/250], Train Loss: 0.8557, Train Accuracy: 0.7289, Train F1: 0.7242, Validation Loss: 0.9806,Validation Accuracy: 0.7018, Val F1: 0.6415
 Epoch [49/250], Train Loss: 0.8333, Train Accuracy: 0.7285, Train F1: 0.7224, Validation Loss: 1.0110,Validation Accuracy: 0.6969, Val F1: 0.6202
 Epoch [50/250], Train Loss: 0.7949, Train Accuracy: 0.7445, Train F1: 0.7398, Validation Loss: 0.8690,Validation Accuracy: 0.7395, Val F1: 0.6649
 Epoch [51/250], Train Loss: 0.8371, Train Accuracy: 0.7281, Train F1: 0.7222, Validation Loss: 0.9252,Validation Accuracy: 0.7285, Val F1: 0.6681
 Epoch [52/250], Train Loss: 0.8223, Train Accuracy: 0.7312, Train F1: 0.7245, Validation Loss: 1.0450,Validation Accuracy: 0.6783, Val F1: 0.6176
 Epoch [53/250], Train Loss: 0.7929, Train Accuracy: 0.7352, Train F1: 0.7291, Validation Loss: 0.8488,Validation Accuracy: 0.7415, Val F1: 0.6827
 Epoch [54/250], Train Loss: 0.7938, Train Accuracy: 0.7434, Train F1: 0.7380, Validation Loss: 0.9250,Validation Accuracy: 0.7212, Val F1: 0.6536
 Epoch [55/250], Train Loss: 0.8034, Train Accuracy: 0.7359, Train F1: 0.7312, Validation Loss: 0.9068,Validation Accuracy: 0.7204, Val F1: 0.6511
 Epoch [56/250], Train Loss: 0.8038, Train Accuracy: 0.7312, Train F1: 0.7248, Validation Loss: 0.9057,Validation Accuracy: 0.7184, Val F1: 0.6528
 Epoch [57/250], Train Loss: 0.8019, Train Accuracy: 0.7316, Train F1: 0.7265, Validation Loss: 0.9176,Validation Accuracy: 0.7184, Val F1: 0.6538
 Epoch [58/250], Train Loss: 0.7636, Train Accuracy: 0.7430, Train F1: 0.7379, Validation Loss: 0.9166,Validation Accuracy: 0.7229, Val F1: 0.6622
 Epoch [59/250], Train Loss: 0.8066, Train Accuracy: 0.7324, Train F1: 0.7281, Validation Loss: 0.9384,Validation Accuracy: 0.7172, Val F1: 0.6566
 Epoch [60/250], Train Loss: 0.7694, Train Accuracy: 0.7461, Train F1: 0.7409, Validation Loss: 0.8983,Validation Accuracy: 0.7326, Val F1: 0.6750
 Epoch [61/250], Train Loss: 0.8033, Train Accuracy: 0.7477, Train F1: 0.7429, Validation Loss: 0.9277,Validation Accuracy: 0.7180, Val F1: 0.6639
 Epoch [62/250], Train Loss: 0.7669, Train Accuracy: 0.7477, Train F1: 0.7424, Validation Loss: 0.9305,Validation Accuracy: 0.7026, Val F1: 0.6413
 Epoch [63/250], Train Loss: 0.7760, Train Accuracy: 0.7434, Train F1: 0.7400, Validation Loss: 0.8503,Validation Accuracy: 0.7395, Val F1: 0.6707
 Epoch [64/250], Train Loss: 0.7853, Train Accuracy: 0.7387, Train F1: 0.7308, Validation Loss: 0.9053,Validation Accuracy: 0.7180, Val F1: 0.6612
 Epoch [65/250], Train Loss: 0.7407, Train Accuracy: 0.7555, Train F1: 0.7505, Validation Loss: 0.8993,Validation Accuracy: 0.7301, Val F1: 0.6647
 Epoch [66/250], Train Loss: 0.7184, Train Accuracy: 0.7609, Train F1: 0.7565, Validation Loss: 0.9183,Validation Accuracy: 0.7208, Val F1: 0.6581
 Epoch [67/250], Train Loss: 0.7273, Train Accuracy: 0.7508, Train F1: 0.7472, Validation Loss: 0.8944,Validation Accuracy: 0.7297, Val F1: 0.6740
 Epoch [68/250], Train Loss: 0.7305, Train Accuracy: 0.7535, Train F1: 0.7491, Validation Loss: 0.9701,Validation Accuracy: 0.7123, Val F1: 0.6477
 Epoch [69/250], Train Loss: 0.7520, Train Accuracy: 0.7582, Train F1: 0.7530, Validation Loss: 0.9298,Validation Accuracy: 0.7249, Val F1: 0.6559
 Epoch [70/250], Train Loss: 0.7561, Train Accuracy: 0.7445, Train F1: 0.7394, Validation Loss: 0.9064,Validation Accuracy: 0.7318, Val F1: 0.6655
 Epoch [71/250], Train Loss: 0.7402, Train Accuracy: 0.7504, Train F1: 0.7465, Validation Loss: 0.8838,Validation Accuracy: 0.7301, Val F1: 0.6737
 Epoch [72/250], Train Loss: 0.7228, Train Accuracy: 0.7629, Train F1: 0.7583, Validation Loss: 0.8509,Validation Accuracy: 0.7431, Val F1: 0.6753
 Epoch [73/250], Train Loss: 0.6897, Train Accuracy: 0.7684, Train F1: 0.7652, Validation Loss: 0.9401,Validation Accuracy: 0.7135, Val F1: 0.6585
 Epoch [74/250], Train Loss: 0.7495, Train Accuracy: 0.7547, Train F1: 0.7511, Validation Loss: 0.8343,Validation Accuracy: 0.7504, Val F1: 0.6837
 Epoch [75/250], Train Loss: 0.7484, Train Accuracy: 0.7547, Train F1: 0.7502, Validation Loss: 0.8862,Validation Accuracy: 0.7216, Val F1: 0.6629
 Epoch [76/250], Train Loss: 0.6963, Train Accuracy: 0.7656, Train F1: 0.7606, Validation Loss: 0.8689,Validation Accuracy: 0.7382, Val F1: 0.6811
 Epoch [77/250], Train Loss: 0.7432, Train Accuracy: 0.7473, Train F1: 0.7432, Validation Loss: 0.8799,Validation Accuracy: 0.7253, Val F1: 0.6728
 Epoch [78/250], Train Loss: 0.7091, Train Accuracy: 0.7711, Train F1: 0.7671, Validation Loss: 0.9023,Validation Accuracy: 0.7415, Val F1: 0.6732
 Epoch [79/250], Train Loss: 0.6766, Train Accuracy: 0.7695, Train F1: 0.7638, Validation Loss: 0.8620,Validation Accuracy: 0.7524, Val F1: 0.6812
 Epoch [80/250], Train Loss: 0.6996, Train Accuracy: 0.7793, Train F1: 0.7753, Validation Loss: 0.8419,Validation Accuracy: 0.7541, Val F1: 0.6954
 Epoch [81/250], Train Loss: 0.6965, Train Accuracy: 0.7660, Train F1: 0.7629, Validation Loss: 0.8981,Validation Accuracy: 0.7135, Val F1: 0.6529
 Epoch [82/250], Train Loss: 0.7253, Train Accuracy: 0.7645, Train F1: 0.7615, Validation Loss: 0.8794,Validation Accuracy: 0.7350, Val F1: 0.6694
 Epoch [83/250], Train Loss: 0.7036, Train Accuracy: 0.7602, Train F1: 0.7545, Validation Loss: 0.8585,Validation Accuracy: 0.7399, Val F1: 0.6784
 Epoch [84/250], Train Loss: 0.6952, Train Accuracy: 0.7582, Train F1: 0.7544, Validation Loss: 0.8213,Validation Accuracy: 0.7520, Val F1: 0.6897
 Epoch [85/250], Train Loss: 0.6893, Train Accuracy: 0.7715, Train F1: 0.7679, Validation Loss: 0.8507,Validation Accuracy: 0.7581, Val F1: 0.6996
 Epoch [86/250], Train Loss: 0.6709, Train Accuracy: 0.7777, Train F1: 0.7741, Validation Loss: 0.8251,Validation Accuracy: 0.7496, Val F1: 0.6826
 Epoch [87/250], Train Loss: 0.6476, Train Accuracy: 0.7820, Train F1: 0.7773, Validation Loss: 0.8606,Validation Accuracy: 0.7468, Val F1: 0.6839
 Epoch [88/250], Train Loss: 0.6975, Train Accuracy: 0.7613, Train F1: 0.7581, Validation Loss: 0.9099,Validation Accuracy: 0.7338, Val F1: 0.6654
 Epoch [89/250], Train Loss: 0.7007, Train Accuracy: 0.7555, Train F1: 0.7515, Validation Loss: 0.8787,Validation Accuracy: 0.7435, Val F1: 0.6843
 Epoch [90/250], Train Loss: 0.6744, Train Accuracy: 0.7746, Train F1: 0.7705, Validation Loss: 0.8669,Validation Accuracy: 0.7427, Val F1: 0.6786
 Epoch [91/250], Train Loss: 0.6637, Train Accuracy: 0.7711, Train F1: 0.7668, Validation Loss: 0.8718,Validation Accuracy: 0.7354, Val F1: 0.6838
 Epoch [92/250], Train Loss: 0.6780, Train Accuracy: 0.7699, Train F1: 0.7658, Validation Loss: 0.8642,Validation Accuracy: 0.7459, Val F1: 0.6879
 Epoch [93/250], Train Loss: 0.6774, Train Accuracy: 0.7766, Train F1: 0.7725, Validation Loss: 0.8208,Validation Accuracy: 0.7581, Val F1: 0.7026
 Epoch [94/250], Train Loss: 0.6190, Train Accuracy: 0.7914, Train F1: 0.7883, Validation Loss: 0.8322,Validation Accuracy: 0.7549, Val F1: 0.6973
 Epoch [95/250], Train Loss: 0.6171, Train Accuracy: 0.7867, Train F1: 0.7833, Validation Loss: 0.8836,Validation Accuracy: 0.7265, Val F1: 0.6594
 Epoch [96/250], Train Loss: 0.6833, Train Accuracy: 0.7797, Train F1: 0.7743, Validation Loss: 0.8886,Validation Accuracy: 0.7399, Val F1: 0.6738
 Epoch [97/250], Train Loss: 0.6252, Train Accuracy: 0.7871, Train F1: 0.7845, Validation Loss: 0.8701,Validation Accuracy: 0.7387, Val F1: 0.6803
 Epoch [98/250], Train Loss: 0.6450, Train Accuracy: 0.7828, Train F1: 0.7793, Validation Loss: 0.7766,Validation Accuracy: 0.7686, Val F1: 0.7041
 Epoch [99/250], Train Loss: 0.6336, Train Accuracy: 0.7793, Train F1: 0.7745, Validation Loss: 0.9007,Validation Accuracy: 0.7350, Val F1: 0.6707
 Epoch [100/250], Train Loss: 0.6358, Train Accuracy: 0.7871, Train F1: 0.7838, Validation Loss: 0.8371,Validation Accuracy: 0.7484, Val F1: 0.6799
 Epoch [101/250], Train Loss: 0.6676, Train Accuracy: 0.7832, Train F1: 0.7797, Validation Loss: 0.8510,Validation Accuracy: 0.7496, Val F1: 0.6847
 Epoch [102/250], Train Loss: 0.6615, Train Accuracy: 0.7828, Train F1: 0.7782, Validation Loss: 0.8154,Validation Accuracy: 0.7593, Val F1: 0.7031
 Epoch [103/250], Train Loss: 0.6460, Train Accuracy: 0.7809, Train F1: 0.7777, Validation Loss: 0.8233,Validation Accuracy: 0.7520, Val F1: 0.6900
 Epoch [104/250], Train Loss: 0.6476, Train Accuracy: 0.7836, Train F1: 0.7788, Validation Loss: 0.7906,Validation Accuracy: 0.7589, Val F1: 0.7022
 Epoch [105/250], Train Loss: 0.6441, Train Accuracy: 0.7742, Train F1: 0.7714, Validation Loss: 0.7835,Validation Accuracy: 0.7662, Val F1: 0.7042
 Epoch [106/250], Train Loss: 0.6708, Train Accuracy: 0.7680, Train F1: 0.7626, Validation Loss: 0.8421,Validation Accuracy: 0.7557, Val F1: 0.6930
 Epoch [107/250], Train Loss: 0.6335, Train Accuracy: 0.7844, Train F1: 0.7810, Validation Loss: 0.8299,Validation Accuracy: 0.7618, Val F1: 0.6947
 Epoch [108/250], Train Loss: 0.6225, Train Accuracy: 0.7906, Train F1: 0.7875, Validation Loss: 0.7812,Validation Accuracy: 0.7650, Val F1: 0.7058
 Epoch [109/250], Train Loss: 0.6350, Train Accuracy: 0.7832, Train F1: 0.7798, Validation Loss: 0.8575,Validation Accuracy: 0.7407, Val F1: 0.6794
 Epoch [110/250], Train Loss: 0.6407, Train Accuracy: 0.7859, Train F1: 0.7835, Validation Loss: 0.7922,Validation Accuracy: 0.7593, Val F1: 0.6953
 Epoch [111/250], Train Loss: 0.6358, Train Accuracy: 0.7914, Train F1: 0.7888, Validation Loss: 0.9187,Validation Accuracy: 0.7066, Val F1: 0.6420
 Epoch [112/250], Train Loss: 0.6532, Train Accuracy: 0.7746, Train F1: 0.7705, Validation Loss: 0.7718,Validation Accuracy: 0.7707, Val F1: 0.7010
 Epoch [113/250], Train Loss: 0.6047, Train Accuracy: 0.7937, Train F1: 0.7908, Validation Loss: 0.8589,Validation Accuracy: 0.7435, Val F1: 0.6805
 Epoch [114/250], Train Loss: 0.6242, Train Accuracy: 0.7898, Train F1: 0.7858, Validation Loss: 0.8114,Validation Accuracy: 0.7545, Val F1: 0.6980
 Epoch [115/250], Train Loss: 0.6533, Train Accuracy: 0.7797, Train F1: 0.7765, Validation Loss: 0.8389,Validation Accuracy: 0.7480, Val F1: 0.6851
 Epoch [116/250], Train Loss: 0.6222, Train Accuracy: 0.7988, Train F1: 0.7971, Validation Loss: 0.8372,Validation Accuracy: 0.7601, Val F1: 0.6949
 Epoch [117/250], Train Loss: 0.6283, Train Accuracy: 0.7863, Train F1: 0.7834, Validation Loss: 0.7952,Validation Accuracy: 0.7626, Val F1: 0.6928
 Epoch [118/250], Train Loss: 0.6072, Train Accuracy: 0.7926, Train F1: 0.7883, Validation Loss: 0.8187,Validation Accuracy: 0.7573, Val F1: 0.6864
 Epoch [119/250], Train Loss: 0.6075, Train Accuracy: 0.7980, Train F1: 0.7945, Validation Loss: 0.8311,Validation Accuracy: 0.7638, Val F1: 0.7020
 Epoch [120/250], Train Loss: 0.6323, Train Accuracy: 0.7824, Train F1: 0.7788, Validation Loss: 0.8572,Validation Accuracy: 0.7443, Val F1: 0.6864
 Epoch [121/250], Train Loss: 0.5857, Train Accuracy: 0.7996, Train F1: 0.7956, Validation Loss: 0.9034,Validation Accuracy: 0.7285, Val F1: 0.6754
 Epoch [122/250], Train Loss: 0.6136, Train Accuracy: 0.7930, Train F1: 0.7896, Validation Loss: 0.8187,Validation Accuracy: 0.7593, Val F1: 0.6937
 Epoch [123/250], Train Loss: 0.6074, Train Accuracy: 0.7918, Train F1: 0.7878, Validation Loss: 0.8115,Validation Accuracy: 0.7707, Val F1: 0.7213
 Epoch [124/250], Train Loss: 0.6451, Train Accuracy: 0.7793, Train F1: 0.7758, Validation Loss: 0.8290,Validation Accuracy: 0.7516, Val F1: 0.6975
 Epoch [125/250], Train Loss: 0.5626, Train Accuracy: 0.8047, Train F1: 0.8012, Validation Loss: 0.8971,Validation Accuracy: 0.7411, Val F1: 0.6795
 Epoch [126/250], Train Loss: 0.5593, Train Accuracy: 0.8125, Train F1: 0.8084, Validation Loss: 0.8534,Validation Accuracy: 0.7488, Val F1: 0.6862
 Epoch [127/250], Train Loss: 0.6066, Train Accuracy: 0.7895, Train F1: 0.7856, Validation Loss: 0.8201,Validation Accuracy: 0.7707, Val F1: 0.7108
 Epoch [128/250], Train Loss: 0.5994, Train Accuracy: 0.7980, Train F1: 0.7953, Validation Loss: 0.7306,Validation Accuracy: 0.7865, Val F1: 0.7110
 Epoch [129/250], Train Loss: 0.6036, Train Accuracy: 0.7941, Train F1: 0.7909, Validation Loss: 0.8391,Validation Accuracy: 0.7439, Val F1: 0.6904
 Epoch [130/250], Train Loss: 0.5865, Train Accuracy: 0.7871, Train F1: 0.7838, Validation Loss: 0.8547,Validation Accuracy: 0.7468, Val F1: 0.6850
 Epoch [131/250], Train Loss: 0.5685, Train Accuracy: 0.7898, Train F1: 0.7861, Validation Loss: 0.8401,Validation Accuracy: 0.7557, Val F1: 0.6903
 Epoch [132/250], Train Loss: 0.5780, Train Accuracy: 0.8000, Train F1: 0.7966, Validation Loss: 0.7555,Validation Accuracy: 0.7747, Val F1: 0.7115
 Epoch [133/250], Train Loss: 0.6221, Train Accuracy: 0.7766, Train F1: 0.7731, Validation Loss: 0.8602,Validation Accuracy: 0.7496, Val F1: 0.6849
 Epoch [134/250], Train Loss: 0.6008, Train Accuracy: 0.7937, Train F1: 0.7899, Validation Loss: 0.9319,Validation Accuracy: 0.7354, Val F1: 0.6711
 Epoch [135/250], Train Loss: 0.5732, Train Accuracy: 0.7980, Train F1: 0.7956, Validation Loss: 0.8079,Validation Accuracy: 0.7686, Val F1: 0.7023
 Epoch [136/250], Train Loss: 0.5853, Train Accuracy: 0.8012, Train F1: 0.7972, Validation Loss: 0.8092,Validation Accuracy: 0.7646, Val F1: 0.7026
 Epoch [137/250], Train Loss: 0.6002, Train Accuracy: 0.7941, Train F1: 0.7905, Validation Loss: 0.8727,Validation Accuracy: 0.7439, Val F1: 0.6848
 Epoch [138/250], Train Loss: 0.6137, Train Accuracy: 0.7973, Train F1: 0.7949, Validation Loss: 0.8219,Validation Accuracy: 0.7553, Val F1: 0.7001
 Epoch [139/250], Train Loss: 0.5889, Train Accuracy: 0.7941, Train F1: 0.7910, Validation Loss: 0.8661,Validation Accuracy: 0.7415, Val F1: 0.6871
 Epoch [140/250], Train Loss: 0.5646, Train Accuracy: 0.8059, Train F1: 0.8027, Validation Loss: 0.7845,Validation Accuracy: 0.7690, Val F1: 0.7073
 Epoch [141/250], Train Loss: 0.5709, Train Accuracy: 0.8066, Train F1: 0.8020, Validation Loss: 0.8314,Validation Accuracy: 0.7662, Val F1: 0.7106
 Epoch [142/250], Train Loss: 0.5930, Train Accuracy: 0.7906, Train F1: 0.7871, Validation Loss: 0.8072,Validation Accuracy: 0.7686, Val F1: 0.6975
 Epoch [143/250], Train Loss: 0.6051, Train Accuracy: 0.7895, Train F1: 0.7872, Validation Loss: 0.8673,Validation Accuracy: 0.7496, Val F1: 0.6843
 Epoch [144/250], Train Loss: 0.5899, Train Accuracy: 0.7898, Train F1: 0.7869, Validation Loss: 0.8424,Validation Accuracy: 0.7508, Val F1: 0.6890
 Epoch [145/250], Train Loss: 0.5875, Train Accuracy: 0.7859, Train F1: 0.7822, Validation Loss: 0.8090,Validation Accuracy: 0.7536, Val F1: 0.6901
 Epoch [146/250], Train Loss: 0.5741, Train Accuracy: 0.7977, Train F1: 0.7945, Validation Loss: 0.8233,Validation Accuracy: 0.7496, Val F1: 0.6864
 Epoch [147/250], Train Loss: 0.5504, Train Accuracy: 0.8035, Train F1: 0.7983, Validation Loss: 0.8237,Validation Accuracy: 0.7626, Val F1: 0.6957
 Epoch [148/250], Train Loss: 0.5569, Train Accuracy: 0.8137, Train F1: 0.8117, Validation Loss: 0.9221,Validation Accuracy: 0.7301, Val F1: 0.6527
 Epoch [149/250], Train Loss: 0.6082, Train Accuracy: 0.7891, Train F1: 0.7857, Validation Loss: 0.9655,Validation Accuracy: 0.7265, Val F1: 0.6699
